address;neighborhood;price;days_in_market;expenses;util;n_rooms;n_bathrooms;parking
SMPW Quadra 8 Conjunto 1 Casa 13,  Park Way, Brasília;Park Way;12000.0;128.0;;650.0;4.0;4.0;4.0
SEP SUL 714/914 BLOCO A EDIFÍCIO PORTO ALEGRE,  Asa Sul, Brasília;Asa Sul;1000.0;8.0;490.0;45.0;;1.0;1.0
Sia, Setor Industrial;Sia;850.0;16.0;320.0;37.0;;;
RUA JOSEFA CIPRIANO,  Centro, Uruaçu;Centro;800.0;109.0;;360.0;3.0;2.0;2.0
Quadra SHIS QL 12 0,  Lago Sul, Brasília;Lago Sul;30000.0;274.0;;1200.0;8.0;10.0;30.0
QMSW 05 ED. SAINT TROPEZ 1º andar,  Sudoeste, Brasília;Sudoeste;800.0;365.0;207.0;30.0;1.0;1.0;1.0
QRSW 7 Bloco B-10,  Sudoeste, Brasília;Sudoeste;1900.0;10.0;;87.0;1.0;1.0;
CCSW 2 ,  Sudoeste, Brasília;Sudoeste;1850.0;31.0;611.0;30.0;1.0;1.0;1.0
SCN QD 01 - ED NUMBER ONE - EXCELENTE SALA AMPLA - VÃO LIVRE - VISTA PANORÂMICA,  Asa Norte, Brasília;Asa Norte;26000.0;280.0;7457.0;363.0;;;
SAAN Quadra 4,  Setor De Industrias, Brasília;Setor De Industrias;60000.0;9.0;;2985.0;;;
Setor De Desenvolvimento Economico, Taguatinga;Setor De Desenvolvimento Economico;9500.0;259.0;;683.0;;5.0;
QUADRA QN 7 CONJUNTO 25,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;800.0;0.0;;60.0;2.0;;1.0
Asa Norte, Brasília;Asa Norte;1100.0;197.0;;36.0;1.0;1.0;
Vicente Pires, Vicente Pires;Vicente Pires;1000.0;365.0;;60.0;;1.0;
01 quarto todo mobiliado com vaga de garagem. Lindíssimo no Centro de Brasília. Edifício Vision Asa Norte - DF,  Asa Norte, Brasília;Asa Norte;2500.0;87.0;;37.0;1.0;1.0;1.0
CLN 314 BLOCO C SUBSOLO 51,  Asa Norte, Brasília;Asa Norte;800.0;4.0;184.0;30.0;;1.0;
AREA ADE QUADRA 400 CONJUNTO 05,  Recanto das Emas, Recanto das Emas;Recanto das Emas;9000.0;365.0;;488.0;;0.0;
Quadra QNM 34 Conjunto I,  Taguatinga Norte, Taguatinga;Taguatinga Norte;500.0;28.0;1.0;26.0;1.0;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;700.0;24.0;490.0;50.0;2.0;;1.0
SCRN 716 BLOCO B ENTRA. 44 ED. THIAGO KIT 105,  Asa Norte, Brasília;Asa Norte;755.0;345.0;150.0;20.0;1.0;1.0;
CRS 504 BLOCO B,  Asa Sul, Brasília;Asa Sul;280000.0;283.0;;5000.0;;0.0;20.0
Quadra CLN 307 Bloco C 0,  Asa Norte, Brasília;Asa Norte;700.0;170.0;218.0;23.0;1.0;1.0;
Quadra CA 1 0,  Lago Norte, Brasília;Lago Norte;1000.0;8.0;245.0;33.0;;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;500.0;33.0;76.0;28.0;;1.0;
Quadra SEPS 705/905 0,  Asa Sul, Brasília;Asa Sul;800.0;36.0;322.0;25.0;;1.0;
QMSW 05 Mont Blanc,  Sudoeste, Brasília;Sudoeste;750.0;3.0;226.0;29.0;1.0;1.0;1.0
Avenida Jacarandá 47,  Centro, Águas Claras;Centro;1000.0;12.0;353.0;28.0;;1.0;1.0
AVENIDA DAS ARAUCÁRIAS,  Aguas Sul, Águas Claras;Aguas Sul;1500.0;16.0;;40.0;1.0;1.0;1.0
Setor de Chácaras Anhangüera A, Valparaíso de Goiás;Setor de Chácaras Anhangüera A;550.0;216.0;;43.0;2.0;1.0;1.0
SCRN QD. 712/713 BL. C ENTR. 24 AP. 203,  Asa Norte, Brasília;Asa Norte;800.0;10.0;250.0;32.0;1.0;1.0;
TRECHO Sia Trecho 1 8,  Park Sul, Brasília;Park Sul;16160.0;56.0;1451.0;404.0;;;9.0
Setor Hoteleiro 605,  Taguatinga Centro, Taguatinga;Taguatinga Centro;1700.0;79.0;1100.0;45.0;1.0;1.0;1.0
CLS 302 Bloco  Asa Sul,  Asa Sul, Brasília;Asa Sul;22000.0;116.0;;320.0;;4.0;
SCLN 410 BLOCO  C KIT 212,  Asa Norte, Brasília;Asa Norte;900.0;17.0;217.0;30.0;1.0;1.0;
EQSW 103/104,  Sudoeste, Brasília;Sudoeste;137500.0;365.0;;2750.0;;0.0;
QD Cln 411 207,  Asa Norte, Brasília;Asa Norte;900.0;16.0;309.0;37.0;1.0;1.0;
SIA TRECHO 06,  Setor Da Industria E Abastecimento, Brasília;Setor Da Industria E Abastecimento;51000.0;277.0;;1700.0;;0.0;15.0
SDN, Conjunto Nacional - 4096,  Setor De Diversoes Norte, Brasília;Setor De Diversoes Norte;1000.0;63.0;601.0;33.0;;1.0;
Asa Norte, Brasília;Asa Norte;7000.0;20.0;1500.0;144.0;3.0;3.0;1.0
Asa Sul, Brasília;Asa Sul;6000.0;17.0;1000.0;150.0;4.0;0.0;
Setor SRTVS 0,  Asa Sul, Brasília;Asa Sul;150.0;44.0;145.0;12.0;;;
Quadra QNO 11,  Ceilandia Norte, Ceilândia;Ceilandia Norte;1350.0;94.0;;90.0;3.0;1.0;3.0
AV. JACARANDA, LT. 18, 704,  Aguas Sul, Águas Claras;Aguas Sul;1100.0;49.0;310.0;34.0;1.0;1.0;1.0
QNE 05 - AV SAMDU - CONJUNTO DE SALAS - ELEVADOR - EXCELENTE LOCALIZAÇÃO,  Taguatinga Norte, Taguatinga;Taguatinga Norte;5000.0;231.0;273.0;160.0;;4.0;
SRTVS QD 701 - ED MULTIEMPRESARIAL GARAGEM 03,  Asa Sul, Brasília;Asa Sul;150.0;148.0;140.0;12.0;;;1.0
Setor De Industria Graficas, Brasília;Setor De Industria Graficas;1450.0;365.0;392.0;36.0;;1.0;1.0
SHS QUADRA 06 Hotel Brasil 21 Convention,  Asa Sul, Brasília;Asa Sul;3700.0;4.0;;48.0;1.0;1.0;
Taguatinga Centro, Taguatinga;Taguatinga Centro;950.0;21.0;276.0;47.0;1.0;1.0;1.0
CA 05 LAGO NORTE ED ST REGIS,  Lago Norte, Brasília;Lago Norte;2000.0;365.0;400.0;67.0;;2.0;
Guara II, Guará;Guara II;7000.0;77.0;;;4.0;;2.0
SQS 411 305,  Asa Sul, Brasília;Asa Sul;1700.0;17.0;370.0;60.0;2.0;1.0;
Quadra QNP 32 Conjunto O 35,  Ceilandia Sul, Ceilândia;Ceilandia Sul;750.0;48.0;;90.0;2.0;1.0;2.0
Asa Sul, Brasília;Asa Sul;300.0;98.0;185.0;30.0;;1.0;
SCN Quadra 4 Bloco B Edifício Varig,  Asa Norte, Brasília;Asa Norte;44065.0;312.0;8193.0;594.0;;4.0;14.0
Lago Norte, Brasília;Lago Norte;26000.0;365.0;;;;;
Quadra SQSW 300 Bloco B 607,  Sudoeste, Brasília;Sudoeste;16000.0;365.0;2113.0;288.0;3.0;6.0;3.0
R Rua 19 Norte ,  Centro, Brasília;Centro;3400.0;21.0;1800.0;45.0;;;
Quadra C 12 0,  Taguatinga Centro, Taguatinga;Taguatinga Centro;700.0;52.0;520.0;42.0;;1.0;
Taguatinga Sul, Taguatinga;Taguatinga Sul;1800.0;240.0;;25.0;;1.0;
Samambaia Sul, Samambaia;Samambaia Sul;800.0;319.0;484.0;50.0;2.0;2.0;1.0
QUADRA QN 7 AREA ESPECIAL 1,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;1550.0;25.0;760.0;30.0;;1.0;
Quadra SHN Quadra 2 1,  Asa Norte, Brasília;Asa Norte;3500.0;34.0;1662.0;50.0;;;1.0
SGAN 912 COND.MASTER PLACE,  Asa Norte, Brasília;Asa Norte;1050.0;119.0;301.0;27.0;1.0;1.0;1.0
Centro, Taguatinga;Centro;800.0;217.0;170.0;55.0;2.0;1.0;
Quadra CSG 3 7,  Taguatinga Sul, Taguatinga;Taguatinga Sul;1300.0;56.0;191.0;37.0;1.0;1.0;1.0
Setor de Chácaras Anhangüera B, Valparaíso de Goiás;Setor de Chácaras Anhangüera B;550.0;173.0;80.0;48.0;2.0;1.0;1.0
Quadra SEPS 712/912 115,  Asa Sul, Brasília;Asa Sul;1300.0;52.0;231.0;25.0;1.0;1.0;1.0
Quadra CLN 307 Bloco C 1,  Asa Norte, Brasília;Asa Norte;700.0;105.0;218.0;22.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;1200.0;217.0;220.0;43.0;1.0;1.0;
Sobradinho, Sobradinho;Sobradinho;1300.0;1.0;515.0;70.0;2.0;1.0;1.0
Quadra EQNO 9/11 Bloco F 04,  Ceilandia Norte, Ceilândia;Ceilandia Norte;900.0;287.0;;70.0;;1.0;
Setor SCN Quadra 5 Bloco A 1,  Asa Norte, Brasília;Asa Norte;18200.0;41.0;6731.0;383.0;;2.0;3.0
QI 25 Lote 12/14 BL A APTO 206 Edifício Mediterrane,  Guara II, Guará;Guara II;1700.0;104.0;570.0;120.0;3.0;2.0;1.0
Centro, Brasília;Centro;3500.0;4.0;1200.0;142.0;3.0;3.0;1.0
Quadra SRES Quadra 4 Bloco P 2,  Cruzeiro Velho, Cruzeiro;Cruzeiro Velho;2000.0;23.0;;80.0;2.0;1.0;2.0
Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;1000.0;53.0;300.0;50.0;;1.0;
Setor Hoteleiro Norte - Bloco A ,  Asa Norte, Brasília;Asa Norte;1300.0;317.0;;27.0;;1.0;
QD Ca 11 ,  Lago Norte, Brasília;Lago Norte;1500.0;21.0;450.0;55.0;;;
Asa Norte, Brasília;Asa Norte;680.0;345.0;230.0;30.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;67675.0;16.0;19961.0;896.0;;2.0;15.0
Areal, Águas Claras;Areal;580.0;234.0;;30.0;1.0;1.0;
QUADRA QN 312 CONJUNTO 8 03,  Samambaia Sul, Samambaia;Samambaia Sul;500.0;36.0;;38.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;2500.0;365.0;842.0;65.0;;1.0;
Scn Quadra 1 ,  Asa Norte, Brasília;Asa Norte;13000.0;22.0;8431.0;595.0;;2.0;1.0
Setor De Industria Graficas, Brasília;Setor De Industria Graficas;3000.0;76.0;1078.0;70.0;;2.0;2.0
QNO 13 CONJUNTO B,  Ceilandia Norte, Ceilândia;Ceilandia Norte;950.0;35.0;;120.0;3.0;1.0;2.0
Quadra SGAN 906,  Asa Norte, Brasília;Asa Norte;1100.0;21.0;;27.0;1.0;1.0;1.0
SCRN 710/711 Bloco E Apto 301,  Asa Norte, Brasília;Asa Norte;1000.0;20.0;160.0;30.0;1.0;1.0;
SCS Quadra 1,  Asa Sul, Brasília;Asa Sul;400.0;267.0;275.0;32.0;;1.0;
Setor SCN Quadra 5 Bloco A 1,  Asa Norte, Brasília;Asa Norte;17800.0;41.0;6755.0;385.0;;2.0;1.0
Quadra QNP 14 Conjunto V,  Ceilandia Sul, Ceilândia;Ceilandia Sul;960.0;67.0;;100.0;2.0;1.0;1.0
Quadra SCLRN 711 Bloco D 0,  Asa Norte, Brasília;Asa Norte;3000.0;55.0;;80.0;;;
Jardins Mangueiral, São Sebastião;Jardins Mangueiral;1200.0;8.0;;50.0;2.0;;1.0
R Rua 19 Norte ,  Centro, Brasília;Centro;2859.0;115.0;;71.0;;;
Quadra SHIS QI 25 Conjunto 13 1,  Lago Sul, Brasília;Lago Sul;28000.0;15.0;;987.0;4.0;7.0;
QUADRA CLSW 103 BLOCO B,  Sudoeste, Brasília;Sudoeste;1500.0;10.0;;35.0;1.0;1.0;
Quadra 8 Conjunto F,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;5000.0;0.0;;180.0;;;
SCN Quadra 02 Bloco D,  Asa Norte, Brasília;Asa Norte;900.0;134.0;580.0;32.0;;1.0;
CLSW 105 BLOCO B LOJA 20,  Sudoeste, Brasília;Sudoeste;8500.0;80.0;664.0;98.0;;2.0;
Centro, Brasília;Centro;600.0;1.0;365.0;30.0;;1.0;
SHIN CA 1 - Deck Norte,  Lago Norte, Brasília;Lago Norte;900.0;149.0;245.0;26.0;;1.0;
CLSW 105 BLOCO B LOJA 28,  Sudoeste, Brasília;Sudoeste;8500.0;80.0;664.0;98.0;;2.0;
SQN 211 4º Andar,  Asa Norte, Brasília;Asa Norte;3000.0;4.0;796.0;130.0;3.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;900.0;0.0;285.0;27.0;1.0;1.0;1.0
Centro, Paranoá;Centro;650.0;31.0;;40.0;1.0;1.0;
QUADRA CLN 7 BLOCO D,  Riacho Fundo I, Riacho Fundo;Riacho Fundo I;500.0;0.0;115.0;38.0;1.0;;
Asa Norte, Brasília;Asa Norte;900.0;82.0;;28.0;1.0;1.0;
Taguatinga Sul, Taguatinga;Taguatinga Sul;800.0;105.0;;43.0;;1.0;
Asa Norte, Brasília;Asa Norte;2300.0;217.0;634.0;70.0;2.0;2.0;1.0
SETOR SRTVN - BRASÍLIA RÁDIO CENTER SALAS 1052 E 1053 SLS 1052/1053,  Asa Norte, Brasília;Asa Norte;1590.0;365.0;724.0;60.0;;2.0;2.0
Sudoeste, Brasília;Sudoeste;3700.0;7.0;720.0;95.0;3.0;3.0;1.0
R Rua 37 Norte ,  Centro, Brasília;Centro;170.0;365.0;60.0;12.0;;;1.0
SCS Quadra 1,  Asa Sul, Brasília;Asa Sul;758.0;0.0;;27.0;;1.0;
QD SIG Quadra 2 ,  Zona Industrial, Brasília;Zona Industrial;980.0;365.0;396.0;36.0;;1.0;1.0
Asa Sul, Brasília;Asa Sul;5850.0;43.0;2300.0;240.0;;4.0;
Centro, Taguatinga;Centro;1000.0;1.0;;35.0;;1.0;
SHS QD 06 - BRASIL 21 - SALA DIVIDIDA COM ARMÁRIOS - 01 VAGA GAR - VISTA PANORÂMICA,  Asa Sul, Brasília;Asa Sul;1600.0;251.0;828.0;34.0;;1.0;1.0
CSD AE Lote 08  Ed Itacaramby sala 214,  Taguatinga Sul, Taguatinga;Taguatinga Sul;1000.0;16.0;668.0;60.0;;2.0;
SQN 407 BLOCO I ASA NORTE,  Asa Norte, Brasília;Asa Norte;2000.0;14.0;575.0;55.0;2.0;2.0;
SQN 412 Bloco O,  Asa Norte, Brasília;Asa Norte;2000.0;0.0;450.0;70.0;2.0;2.0;
Asa Norte, Brasília;Asa Norte;1980.0;43.0;532.0;23.0;;;
R. Miracema do Norte,  Centro, Uruaçu;Centro;670.0;1.0;;346.0;3.0;3.0;1.0
Setor Industrial, Guará;Setor Industrial;13000.0;147.0;;800.0;;1.0;
Quadra 102,  Samambaia Sul, Samambaia;Samambaia Sul;130000.0;0.0;;4500.0;;;
Asa Norte, Brasília;Asa Norte;2200.0;4.0;;112.0;;0.0;
QNP 30 CONJUNTO B 22,  Ceilandia Sul, Ceilândia;Ceilandia Sul;950.0;36.0;;50.0;;1.0;
Quadra SQN 213 302,  Asa Norte, Brasília;Asa Norte;10900.0;78.0;2200.0;270.0;4.0;6.0;3.0
Areal, Águas Claras;Areal;1800.0;365.0;;100.0;;2.0;
Setor SGAN 607 116,  Asa Norte, Brasília;Asa Norte;1800.0;46.0;518.0;32.0;;1.0;
ADE Conjunto 7 LOTE 32,  Centro, Águas Claras;Centro;8000.0;58.0;;600.0;;2.0;1.0
Lago Sul, Brasília;Lago Sul;15000.0;2.0;;1100.0;4.0;8.0;35.0
Quadra SQS 102 Bloco I,  Asa Sul, Brasília;Asa Sul;5100.0;112.0;1170.0;180.0;4.0;2.0;1.0
Quadra QMSW 6,  Sudoeste, Brasília;Sudoeste;950.0;139.0;373.0;35.0;1.0;1.0;1.0
SOF NORTE - QD 04 - PRÉDIO COMERCIAL - 03 PAVIMENTOS.,  Sof Norte, Setor Industrial;Sof Norte;3500.0;16.0;;262.0;;;
Asa Sul, Brasília;Asa Sul;1656.0;154.0;580.0;36.0;;0.0;
R Rua 19 Norte ,  Centro, Brasília;Centro;7500.0;2.0;;93.0;;;
QD QR 214 ,  Santa Maria, Santa Maria;Santa Maria;3000.0;8.0;;56.0;;;
SGAS 610 CONJUNTO F,  Asa Sul, Brasília;Asa Sul;900.0;206.0;1207.0;33.0;;2.0;1.0
Brasil 21,  Asa Sul, Brasília;Asa Sul;2000.0;26.0;880.0;37.0;;0.0;1.0
SQS 407 - 3 QUARTOS, 1º ANDAR, COZINHA NOVA,  Asa Sul, Brasília;Asa Sul;2600.0;2.0;547.0;80.0;3.0;1.0;
Asa Norte, Brasília;Asa Norte;3500.0;92.0;;96.0;;;
Sudoeste, Brasília;Sudoeste;2499.0;52.0;480.0;60.0;2.0;1.0;
Asa Norte, Brasília;Asa Norte;550.0;365.0;;25.0;;0.0;
Lago Norte, Brasília;Lago Norte;1100.0;353.0;190.0;28.0;1.0;1.0;
SHN QUADRA 01,  Asa Norte, Brasília;Asa Norte;1200.0;192.0;;35.0;;1.0;
Asa Sul, Brasília;Asa Sul;5000.0;28.0;970.0;156.0;3.0;3.0;1.0
Setor Sudoeste, Cruzeiro;Setor Sudoeste;16000.0;350.0;1860.0;264.0;4.0;5.0;3.0
QD Shis Qi 5 10,  Lago Sul, Brasília;Lago Sul;15000.0;301.0;;540.0;6.0;9.0;5.0
SGAS 910,  Asa Sul, Brasília;Asa Sul;900.0;81.0;295.0;28.0;1.0;1.0;
Lago Sul, Brasília;Lago Sul;30000.0;365.0;;2000.0;6.0;0.0;4.0
Asa Sul, Brasília;Asa Sul;90000.0;51.0;;3000.0;;0.0;10.0
Quadra SHIS QI 7 Conjunto 10,  Lago Sul, Brasília;Lago Sul;240000.0;365.0;;5350.0;;0.0;
Asa Norte, Brasília;Asa Norte;3500.0;365.0;;76.0;;0.0;
QD Scn Quadra 1 912,  Asa Norte, Brasília;Asa Norte;4500.0;185.0;429.0;76.0;;;
Asa Norte, Brasília;Asa Norte;2800.0;3.0;450.0;102.0;3.0;2.0;
SCRN 716 BLOCO B ENTRADA 44 ED. THIAGO KIT 104,  Asa Norte, Brasília;Asa Norte;800.0;119.0;255.0;30.0;1.0;1.0;
Lago Norte, Brasília;Lago Norte;900.0;365.0;306.0;40.0;;1.0;
QD CLN 211 203,  Asa Norte, Brasília;Asa Norte;750.0;56.0;204.0;27.0;;;
SCN Quadra 2,  Asa Norte, Brasília;Asa Norte;800.0;134.0;469.0;34.0;;0.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;1200.0;29.0;;60.0;;1.0;
Quadra CLN 413 Bloco D 1,  Asa Norte, Brasília;Asa Norte;800.0;3.0;200.0;22.0;;1.0;
BRASIL 21 - CONJUNTO DE SALAS - DIVIDIDA - VAZADA - ILUMINAÇÃO - VISTA PANORÂMICA,  Asa Sul, Brasília;Asa Sul;11641.0;331.0;3269.0;129.0;;3.0;
CONDOMÍNIO IMPÉRIO DOS NOBRES,  Condomínio Império dos Nobres, Sobradinho;Condomínio Império dos Nobres;800.0;8.0;;50.0;1.0;1.0;
QNE 16,  Taguatinga Norte, Taguatinga;Taguatinga Norte;27000.0;319.0;;750.0;;4.0;
SHS Quadra 06 Bloco E, Asa Sul, Brasília Complexo Brasil 21 ,  Asa Sul, Brasília;Asa Sul;3340.0;323.0;1654.0;65.0;;2.0;
Areal, Águas Claras;Areal;1200.0;0.0;365.0;53.0;2.0;2.0;1.0
Sobradinho, Sobradinho;Sobradinho;950.0;6.0;350.0;65.0;2.0;0.0;1.0
Setor Leste, Gama;Setor Leste;3810.0;365.0;;540.0;6.0;4.0;3.0
Setor Central, Gama;Setor Central;10450.0;49.0;2380.0;160.0;;1.0;
Quadra SGAN 912 2,  Asa Norte, Brasília;Asa Norte;1150.0;1.0;338.0;27.0;1.0;1.0;1.0
SHS lote 01 Complexo Brasil 21 Meliá ,  Asa Sul, Brasília;Asa Sul;4000.0;21.0;;60.0;1.0;1.0;
QD QNC 5 ,  Taguatinga Norte, Taguatinga;Taguatinga Norte;700.0;16.0;150.0;42.0;1.0;1.0;
SETOR SHTN TRECHO 2 LOTE 3,  Asa Norte, Brasília;Asa Norte;1800.0;60.0;477.0;23.0;1.0;1.0;
SQN 208, Asa Norte, Brasília,  Asa Norte, Brasília;Asa Norte;6100.0;10.0;950.0;128.0;4.0;4.0;2.0
Asa Norte, Brasília;Asa Norte;1250.0;112.0;296.0;30.0;1.0;1.0;1.0
Quadra QR 614 0,  Samambaia Norte, Samambaia;Samambaia Norte;1300.0;126.0;319.0;68.0;2.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;700.0;269.0;969.0;58.0;;2.0;
QD Shis Qi 17 1,  Lago Sul, Brasília;Lago Sul;14600.0;269.0;;210.0;;3.0;
Guara II, Guará;Guara II;780.0;164.0;;45.0;2.0;;
Quadra QC 5 Conjunto 10 01,  Riacho Fundo II, Riacho Fundo;Riacho Fundo II;600.0;3.0;;60.0;2.0;1.0;
Quadra SQS 403 Bloco P 110,  Asa Sul, Brasília;Asa Sul;2500.0;70.0;515.0;54.0;2.0;1.0;
Lago Sul, Brasília;Lago Sul;800.0;43.0;250.0;28.0;1.0;1.0;
Quadra SGAS 616,  Asa Sul, Brasília;Asa Sul;1400.0;0.0;470.0;30.0;;1.0;1.0
Rua Copaíba  Lote 1,  Aguas Norte, Águas Claras;Aguas Norte;8800.0;38.0;;252.0;;7.0;7.0
SCEN TRECHO 1,  Asa Norte, Brasília;Asa Norte;4200.0;106.0;1458.0;80.0;2.0;1.0;2.0
SQN 208 BLOCO K ,  Asa Norte, Brasília;Asa Norte;6100.0;70.0;888.0;127.0;4.0;5.0;2.0
SCN QD 4 BL B CENTRO EMPRESARIAL VARIG SALA 9o ANDAR,  Asa Norte, Brasília;Asa Norte;44000.0;127.0;9975.0;600.0;;4.0;15.0
R 24 ,  Guara II, Guará;Guara II;700.0;23.0;70.0;50.0;2.0;1.0;
Quadra CND 3,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1500.0;365.0;;65.0;1.0;2.0;
Aguas Norte, Águas Claras;Aguas Norte;800.0;4.0;772.0;33.0;1.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;89112.0;37.0;19018.0;891.0;;;
SHTN TRECHO 2- LIFE RESORT,  Asa Norte, Brasília;Asa Norte;1700.0;58.0;555.0;32.0;1.0;1.0;
QUADRA CLN 303 BLOCO A R$600 ALUGUEL,  Asa Norte, Brasília;Asa Norte;600.0;193.0;400.0;32.0;;1.0;
Asa Norte, Brasília;Asa Norte;900.0;6.0;312.0;28.0;1.0;1.0;1.0
SCN Quadra 5,  Asa Norte, Brasília;Asa Norte;16900.0;62.0;6000.0;330.0;;0.0;2.0
QD Sqn 208 201,  Asa Norte, Brasília;Asa Norte;6300.0;56.0;845.0;129.0;4.0;;2.0
Quadra Qs 6 Conjunto 310a 20,  Areal, Águas Claras;Areal;910.0;14.0;;80.0;2.0;2.0;
Ra 10 De frente Magnus Burguer - Avenida Principal - Tamanhos Variados,  Vicente Pires, Vicente Pires;Vicente Pires;1299.0;365.0;;85.0;;1.0;
Setor De Mansões De Sobradinho, Sobradinho;Setor De Mansões De Sobradinho;1000.0;14.0;;60.0;2.0;1.0;1.0
Setor Medico Hospitalar Norte, Brasília;Setor Medico Hospitalar Norte;1590.0;51.0;423.0;30.0;;1.0;
SHS Quadra 6 Sala Comercial para locação,  Asa Sul, Brasília;Asa Sul;1200.0;51.0;888.0;35.0;;1.0;
Rua das Paineiras 124,  Aguas Norte, Águas Claras;Aguas Norte;3500.0;116.0;;67.0;;;
Rua 17 7,  Aguas Sul, Águas Claras;Aguas Sul;4400.0;161.0;262.0;53.0;;2.0;
Quadra Qsd 53 1,  Taguatinga Sul, Taguatinga;Taguatinga Sul;3500.0;338.0;250.0;168.0;;2.0;
SQN 202, BLOCO G- 601,  Asa Norte, Brasília;Asa Norte;3800.0;41.0;775.0;140.0;4.0;3.0;1.0
Asa Norte, Brasília;Asa Norte;9650.0;13.0;2856.0;163.0;;2.0;1.0
Zona Industrial, Brasília;Zona Industrial;32000.0;277.0;;1500.0;;0.0;
Complexo de Comercio e Hotéis juntos   um dos melhores de BSB - frente torre de TV e lateral com diversos SHOPPING ços e facilidades para que seu passeio seja perfeito, como: heliponto, lavanderia, sauna, piscina, valet, wi-fi, benefícios para os condôminos, etc.,  Asa Sul, Brasília;Asa Sul;999.0;127.0;817.0;33.0;;1.0;
Ceilandia Norte, Ceilândia;Ceilandia Norte;8000.0;2.0;;725.0;;8.0;
Quadra SGCV 27,  Zona Industrial, Guará;Zona Industrial;3250.0;22.0;680.0;74.0;2.0;2.0;1.0
QD CLN 211 112,  Asa Norte, Brasília;Asa Norte;750.0;56.0;157.0;27.0;;;
Sudoeste, Brasília;Sudoeste;1300.0;151.0;264.0;25.0;1.0;1.0;1.0
QD Sqn 208 104,  Asa Norte, Brasília;Asa Norte;6100.0;56.0;840.0;128.0;3.0;;2.0
Asa Sul, Brasília;Asa Sul;1200.0;1.0;633.0;34.0;;0.0;1.0
Asa Sul, Brasília;Asa Sul;1400.0;37.0;290.0;25.0;1.0;1.0;1.0
Trecho SCES Trecho 1 0,  Asa Sul, Brasília;Asa Sul;120000.0;31.0;;2900.0;;;200.0
Aguas Norte, Águas Claras;Aguas Norte;3000.0;217.0;527.0;120.0;3.0;;2.0
Quadra CA 2 22,  Lago Norte, Brasília;Lago Norte;1700.0;34.0;542.0;45.0;;1.0;
QD Seps 712/912 1,  Asa Sul, Brasília;Asa Sul;695.0;20.0;500.0;33.0;;;
QMSW 05 LOTE 02 ED .MONT BLANC,  Sudoeste, Brasília;Sudoeste;1100.0;32.0;;28.0;1.0;1.0;1.0
Quadra CSG 3 7,  Taguatinga Sul, Taguatinga;Taguatinga Sul;1150.0;102.0;191.0;32.0;1.0;1.0;1.0
Quadra SQN 216 603,  Asa Norte, Brasília;Asa Norte;2500.0;0.0;650.0;90.0;2.0;2.0;1.0
Taguatinga Centro, Taguatinga;Taguatinga Centro;180.0;33.0;;3.0;;;1.0
CRS 502 Bloco A Salas 201 208,  Asa Sul, Brasília;Asa Sul;5500.0;128.0;;200.0;;3.0;
QUADRA SCS QUADRA 2,  Asa Sul, Brasília;Asa Sul;800.0;113.0;426.0;50.0;;1.0;
Aguas Norte, Águas Claras;Aguas Norte;1400.0;2.0;500.0;72.0;3.0;1.0;2.0
Cidade Jardins, Valparaíso de Goiás;Cidade Jardins;650.0;216.0;;15.0;;;
Centro, Taguatinga;Centro;850.0;4.0;350.0;55.0;2.0;1.0;1.0
Quadra Clsw 303 Bloco A 0,  Sudoeste, Brasília;Sudoeste;1400.0;8.0;418.0;45.0;;1.0;
RUA F 10,  Setor Faiçalville, Goiânia;Setor Faiçalville;950.0;289.0;;110.0;3.0;2.0;3.0
Cruzeiro Novo, Cruzeiro;Cruzeiro Novo;1650.0;30.0;;40.0;;1.0;
SGAS 910 BL D SALA 230 ED.MIX PARK SUL,  Asa Sul, Brasília;Asa Sul;1000.0;204.0;482.0;50.0;0.0;1.0;
Cruzeiro Novo, Cruzeiro;Cruzeiro Novo;2000.0;8.0;265.0;62.0;3.0;1.0;1.0
Guara II, Guará;Guara II;1350.0;0.0;618.0;57.0;3.0;;1.0
RUA 33,  Aguas Sul, Águas Claras;Aguas Sul;3000.0;183.0;;33.0;;1.0;
Asa Sul, Brasília;Asa Sul;1200.0;365.0;1350.0;137.0;;4.0;
QI 25 LOTE 12/14  Apartamento 519 Ed Mediterranê,  Guara II, Guará;Guara II;1400.0;263.0;569.0;70.0;3.0;2.0;1.0
SHN QUADRA 5 BLOCO D ED. ATHOS BULCÃO ASA NORTE,  Asa Norte, Brasília;Asa Norte;2600.0;3.0;;35.0;1.0;1.0;
